startdate,enddate,ticker
31-03-2020,30-06-2020,PGIL.NS
31-03-2020,30-06-2020,PHILIPCARB.NS
31-03-2020,30-06-2020,PHOENIXLTD.NS
31-03-2020,30-06-2020,PIDILITIND.NS
31-03-2020,30-06-2020,PIIND.NS
31-03-2020,30-06-2020,PILANIINVS.NS
31-03-2020,30-06-2020,PILITA.NS
31-03-2020,30-06-2020,PIONDIST.NS
31-03-2020,30-06-2020,PIONEEREMB.NS
31-03-2020,30-06-2020,PKTEA.NS
31-03-2020,30-06-2020,PLASTIBLEN.NS
31-03-2020,30-06-2020,PNB.NS
31-03-2020,30-06-2020,PNBGILTS.NS
31-03-2020,30-06-2020,PNBHOUSING.NS
31-03-2020,30-06-2020,PNC.NS
31-03-2020,30-06-2020,PNCINFRA.NS
31-03-2020,30-06-2020,PODDARHOUS.NS
31-03-2020,30-06-2020,PODDARMENT.NS
31-03-2020,30-06-2020,POKARNA.NS
31-03-2020,30-06-2020,POLYMED.NS
31-03-2020,30-06-2020,POLYPLEX.NS
31-03-2020,30-06-2020,PONNIERODE.NS
31-03-2020,30-06-2020,POWERGRID.NS
31-03-2020,30-06-2020,POWERMECH.NS
31-03-2020,30-06-2020,PRABHAT.NS
31-03-2020,30-06-2020,PRADIP.NS
31-03-2020,30-06-2020,PRAENG.NS
31-03-2020,30-06-2020,PRAJIND.NS
31-03-2020,30-06-2020,PRAKASH.NS
31-03-2020,30-06-2020,PRECAM.NS
31-03-2020,30-06-2020,PRECOT.NS
31-03-2020,30-06-2020,PRECWIRE.NS
31-03-2020,30-06-2020,PREMEXPLN.NS
31-03-2020,30-06-2020,PREMIERPOL.NS
31-03-2020,30-06-2020,PRESSMN.NS
31-03-2020,30-06-2020,PRESTIGE.NS
31-03-2020,30-06-2020,PRICOLLTD.NS
31-03-2020,30-06-2020,PRIMESECU.NS
31-03-2020,30-06-2020,PROZONINTU.NS
31-03-2020,30-06-2020,PSB.NS
31-03-2020,30-06-2020,PSL.NS
31-03-2020,30-06-2020,PSPPROJECT.NS
31-03-2020,30-06-2020,PTC.NS
31-03-2020,30-06-2020,PTL.NS
31-03-2020,30-06-2020,PUNJABCHEM.NS
31-03-2020,30-06-2020,PVP.NS
31-03-2020,30-06-2020,PVR.NS
31-03-2020,30-06-2020,QUESS.NS
31-03-2020,30-06-2020,QUICKHEAL.NS
31-03-2020,30-06-2020,RADICO.NS
31-03-2020,30-06-2020,RADIOCITY.NS
31-03-2020,30-06-2020,RAIN.NS
31-03-2020,30-06-2020,RAJESHEXPO.NS
31-03-2020,30-06-2020,RAJSREESUG.NS
31-03-2020,30-06-2020,RAJTV.NS
31-03-2020,30-06-2020,RAJVIR.NS
31-03-2020,30-06-2020,RALLIS.NS
31-03-2020,30-06-2020,RAMANEWS.NS
31-03-2020,30-06-2020,RAMASTEEL.NS
31-03-2020,30-06-2020,RAMCOCEM.NS
31-03-2020,30-06-2020,RAMCOIND.NS
31-03-2020,30-06-2020,RAMCOSYS.NS
31-03-2020,30-06-2020,RAMKY.NS
31-03-2020,30-06-2020,RANASUG.NS
31-03-2020,30-06-2020,RANEENGINE.NS
31-03-2020,30-06-2020,RANEHOLDIN.NS
31-03-2020,30-06-2020,RATNAMANI.NS
31-03-2020,30-06-2020,RAYMOND.NS
31-03-2020,30-06-2020,RBL.NS
31-03-2020,30-06-2020,RBLBANK.NS
31-03-2020,30-06-2020,RCF.NS
31-03-2020,30-06-2020,RECLTD.NS
31-03-2020,30-06-2020,REDINGTON.NS
31-03-2020,30-06-2020,REFEX.NS
31-03-2020,30-06-2020,RELAXO.NS
31-03-2020,30-06-2020,RELCAPITAL.NS
31-03-2020,30-06-2020,RELIANCE.NS
31-03-2020,30-06-2020,RELIGARE.NS
31-03-2020,30-06-2020,RELINFRA.NS
31-03-2020,30-06-2020,REMSONSIND.NS
31-03-2020,30-06-2020,RENUKA.NS
31-03-2020,30-06-2020,REPCOHOME.NS
31-03-2020,30-06-2020,REPRO.NS
31-03-2020,30-06-2020,RESPONIND.NS
31-03-2020,30-06-2020,REVATHI.NS
31-03-2020,30-06-2020,RHFL.NS
31-03-2020,30-06-2020,RICOAUTO.NS
31-03-2020,30-06-2020,RIIL.NS
31-03-2020,30-06-2020,RKFORGE.NS
31-03-2020,30-06-2020,RML.NS
31-03-2020,30-06-2020,ROHLTD.NS
31-03-2020,30-06-2020,ROLLT.NS
31-03-2020,30-06-2020,ROLTA.NS
31-03-2020,30-06-2020,ROSSELLIND.NS
31-03-2020,30-06-2020,RPGLIFE.NS
31-03-2020,30-06-2020,RPOWER.NS
31-03-2020,30-06-2020,RPPINFRA.NS
31-03-2020,30-06-2020,RSSOFTWARE.NS
31-03-2020,30-06-2020,RSWM.NS
31-03-2020,30-06-2020,RSYSTEMS.NS
31-03-2020,30-06-2020,RTNPOWER.NS
31-03-2020,30-06-2020,RUBYMILLS.NS
31-03-2020,30-06-2020,RUCHINFRA.NS
31-03-2020,30-06-2020,RUPA.NS
31-03-2020,30-06-2020,RUSHIL.NS
31-03-2020,30-06-2020,SADBHAV.NS
31-03-2020,30-06-2020,SADBHIN.NS
31-03-2020,30-06-2020,SAGCEM.NS
31-03-2020,30-06-2020,SAIL.NS
31-03-2020,30-06-2020,SAKHTISUG.NS
31-03-2020,30-06-2020,SAKSOFT.NS
31-03-2020,30-06-2020,SAKUMA.NS
31-03-2020,30-06-2020,SALASAR.NS
31-03-2020,30-06-2020,SALONA.NS
31-03-2020,30-06-2020,SALSTEEL.NS
31-03-2020,30-06-2020,SALZERELEC.NS
31-03-2020,30-06-2020,SAMBHAAV.NS
31-03-2020,30-06-2020,SANDESH.NS
31-03-2020,30-06-2020,SANGAMIND.NS
31-03-2020,30-06-2020,SANGHIIND.NS
31-03-2020,30-06-2020,SANGHVIFOR.NS
31-03-2020,30-06-2020,SANGHVIMOV.NS
31-03-2020,30-06-2020,SANOFI.NS
31-03-2020,30-06-2020,SANWARIA.NS
31-03-2020,30-06-2020,SARDAEN.NS
31-03-2020,30-06-2020,SAREGAMA.NS
31-03-2020,30-06-2020,SARLAPOLY.NS
31-03-2020,30-06-2020,SASKEN.NS
31-03-2020,30-06-2020,SATHAISPAT.NS
31-03-2020,30-06-2020,SBILIFE.NS
31-03-2020,30-06-2020,SBIN.NS
31-03-2020,30-06-2020,SCAPDVR.NS
31-03-2020,30-06-2020,SCHAEFFLER.NS
31-03-2020,30-06-2020,SCHAND.NS
31-03-2020,30-06-2020,SCHNEIDER.NS
31-03-2020,30-06-2020,SCI.NS
31-03-2020,30-06-2020,SDBL.NS
31-03-2020,30-06-2020,SEAMECLTD.NS
31-03-2020,30-06-2020,SELAN.NS
31-03-2020,30-06-2020,SEPOWER.NS
31-03-2020,30-06-2020,SEQUENT.NS
31-03-2020,30-06-2020,SESHAPAPER.NS
31-03-2020,30-06-2020,SETCO.NS
31-03-2020,30-06-2020,SEZAL.NS
31-03-2020,30-06-2020,SFL.NS
31-03-2020,30-06-2020,SGL.NS
31-03-2020,30-06-2020,SHAHALLOYS.NS
31-03-2020,30-06-2020,SHAKTIPUMP.NS
31-03-2020,30-06-2020,SHALPAINTS.NS
31-03-2020,30-06-2020,SHANKARA.NS
31-03-2020,30-06-2020,SHANTIGEAR.NS
31-03-2020,30-06-2020,SHARDACROP.NS
31-03-2020,30-06-2020,SHARDAMOTR.NS
31-03-2020,30-06-2020,SHARONBIO.NS
31-03-2020,30-06-2020,SHEMAROO.NS
31-03-2020,30-06-2020,SHILPAMED.NS
31-03-2020,30-06-2020,SHIRPUR-G.NS
31-03-2020,30-06-2020,SHIVAMAUTO.NS
31-03-2020,30-06-2020,SHK.NS
31-03-2020,30-06-2020,SHOPERSTOP.NS
31-03-2020,30-06-2020,SHREECEM.NS
31-03-2020,30-06-2020,SHREEPUSHK.NS
31-03-2020,30-06-2020,SHREERAMA.NS
31-03-2020,30-06-2020,SHREYANIND.NS
31-03-2020,30-06-2020,SHREYAS.NS
31-03-2020,30-06-2020,SHRIPISTON.NS
31-03-2020,30-06-2020,SHRIRAMCIT.NS
31-03-2020,30-06-2020,SHRIRAMEPC.NS
31-03-2020,30-06-2020,SHYAMTEL.NS
31-03-2020,30-06-2020,SICAGEN.NS
31-03-2020,30-06-2020,SICAL.NS
31-03-2020,30-06-2020,SIEMENS.NS
31-03-2020,30-06-2020,SIL.NS
31-03-2020,30-06-2020,SILINV.NS
31-03-2020,30-06-2020,SIMBHALS.NS
31-03-2020,30-06-2020,SIMPLEXINF.NS
31-03-2020,30-06-2020,SINTEX.NS
31-03-2020,30-06-2020,SIS.NS
31-03-2020,30-06-2020,SITINET.NS
31-03-2020,30-06-2020,SIYSIL.NS
31-03-2020,30-06-2020,SJVN.NS
31-03-2020,30-06-2020,SKFINDIA.NS
31-03-2020,30-06-2020,SKIPPER.NS
31-03-2020,30-06-2020,SKMEGGPROD.NS
31-03-2020,30-06-2020,SMARTLINK.NS
31-03-2020,30-06-2020,SMLISUZU.NS
31-03-2020,30-06-2020,SMPL.NS
31-03-2020,30-06-2020,SMSLIFE.NS
31-03-2020,30-06-2020,SMSPHARMA.NS
31-03-2020,30-06-2020,SNOWMAN.NS
31-03-2020,30-06-2020,SOBHA.NS
31-03-2020,30-06-2020,SOLARINDS.NS
31-03-2020,30-06-2020,SOMANYCERA.NS
31-03-2020,30-06-2020,SOMATEX.NS
31-03-2020,30-06-2020,SOMICONVEY.NS
31-03-2020,30-06-2020,SONATSOFTW.NS
31-03-2020,30-06-2020,SORILINFRA.NS
31-03-2020,30-06-2020,SOTL.NS
31-03-2020,30-06-2020,SOUTHBANK.NS
31-03-2020,30-06-2020,SPAL.NS
31-03-2020,30-06-2020,SPARC.NS
31-03-2020,30-06-2020,SPECIALITY.NS
31-03-2020,30-06-2020,SPIC.NS
31-03-2020,30-06-2020,SPLIL.NS
31-03-2020,30-06-2020,SPMLINFRA.NS
31-03-2020,30-06-2020,SPTL.NS
31-03-2020,30-06-2020,SPYL.NS
31-03-2020,30-06-2020,SREEL.NS
31-03-2020,30-06-2020,SREINFRA.NS
31-03-2020,30-06-2020,SRF.NS
31-03-2020,30-06-2020,SRHHYPOLTD.NS
31-03-2020,30-06-2020,SRIPIPES.NS
31-03-2020,30-06-2020,SRTRANSFIN.NS
31-03-2020,30-06-2020,SSWL.NS
31-03-2020,30-06-2020,STAMPEDE.NS
31-03-2020,30-06-2020,STAR.NS
31-03-2020,30-06-2020,STARCEMENT.NS
31-03-2020,30-06-2020,STARPAPER.NS
31-03-2020,30-06-2020,STCINDIA.NS
31-03-2020,30-06-2020,STEELXIND.NS
31-03-2020,30-06-2020,STEL.NS
31-03-2020,30-06-2020,STERTOOLS.NS
31-03-2020,30-06-2020,SUBROS.NS
31-03-2020,30-06-2020,SUDARSCHEM.NS
31-03-2020,30-06-2020,SUJANAUNI.NS
31-03-2020,30-06-2020,SUMEETINDS.NS
31-03-2020,30-06-2020,SUMMITSEC.NS
31-03-2020,30-06-2020,SUNCLAYLTD.NS
31-03-2020,30-06-2020,SUNDARAM.NS
31-03-2020,30-06-2020,SUNDARMFIN.NS
31-03-2020,30-06-2020,SUNDRMBRAK.NS
31-03-2020,30-06-2020,SUNDRMFAST.NS
31-03-2020,30-06-2020,SATIN.NS
31-03-2020,30-06-2020,SUNPHARMA.NS
31-03-2020,30-06-2020,SUNTECK.NS
31-03-2020,30-06-2020,SUPERHOUSE.NS
31-03-2020,30-06-2020,SUPPETRO.NS
31-03-2020,30-06-2020,SUPRAJIT.NS
31-03-2020,30-06-2020,SUPREMEIND.NS
31-03-2020,30-06-2020,SURYALAXMI.NS
31-03-2020,30-06-2020,SURYAROSNI.NS
31-03-2020,30-06-2020,SUTLEJTEX.NS
31-03-2020,30-06-2020,SUVEN.NS
31-03-2020,30-06-2020,SUZLON.NS
31-03-2020,30-06-2020,SWARAJENG.NS
31-03-2020,30-06-2020,SWELECTES.NS
31-03-2020,30-06-2020,SYNGENE.NS
31-03-2020,30-06-2020,TALBROAUTO.NS
31-03-2020,30-06-2020,TARMAT.NS
31-03-2020,30-06-2020,TASTYBITE.NS
31-03-2020,30-06-2020,TATACHEM.NS
31-03-2020,30-06-2020,TATACOFFEE.NS
31-03-2020,30-06-2020,TATAINVEST.NS
31-03-2020,30-06-2020,TATAMETALI.NS
31-03-2020,30-06-2020,TATAMOTORS.NS
31-03-2020,30-06-2020,TATAMTRDVR.NS
31-03-2020,30-06-2020,TATAPOWER.NS
31-03-2020,30-06-2020,TATASTEEL.NS
31-03-2020,30-06-2020,TBZ.NS
31-03-2020,30-06-2020,TCPLPACK.NS
31-03-2020,30-06-2020,TCS.NS
31-03-2020,30-06-2020,TDPOWERSYS.NS
31-03-2020,30-06-2020,TEXINFRA.NS
31-03-2020,30-06-2020,TEXMOPIPES.NS
31-03-2020,30-06-2020,TEXRAIL.NS
31-03-2020,30-06-2020,TFCILTD.NS
31-03-2020,30-06-2020,TFL.NS
31-03-2020,30-06-2020,THANGAMAYL.NS
31-03-2020,30-06-2020,THEMISMED.NS
31-03-2020,30-06-2020,THERMAX.NS
31-03-2020,30-06-2020,THOMASCOTT.NS
31-03-2020,30-06-2020,TI.NS
31-03-2020,30-06-2020,TIDEWATER.NS
31-03-2020,30-06-2020,TIIL.NS
31-03-2020,30-06-2020,TIINDIA.NS
31-03-2020,30-06-2020,TIL.NS
31-03-2020,30-06-2020,TIMESGTY.NS
31-03-2020,30-06-2020,TIMETECHNO.NS
31-03-2020,30-06-2020,TIMKEN.NS
31-03-2020,30-06-2020,TINPLATE.NS
31-03-2020,30-06-2020,TIRUMALCHM.NS
31-03-2020,30-06-2020,TITAN.NS
31-03-2020,30-06-2020,TNPETRO.NS
31-03-2020,30-06-2020,TNPL.NS
31-03-2020,30-06-2020,TOKYOPLAST.NS
31-03-2020,30-06-2020,TORNTPHARM.NS
31-03-2020,30-06-2020,TORNTPOWER.NS
31-03-2020,30-06-2020,TRENT.NS
31-03-2020,30-06-2020,TRIDENT.NS
31-03-2020,30-06-2020,TRIL.NS
31-03-2020,30-06-2020,TRITURBINE.NS
31-03-2020,30-06-2020,TRIVENI.NS
31-03-2020,30-06-2020,TTKHLTCARE.NS
31-03-2020,30-06-2020,TTKPRESTIG.NS
31-03-2020,30-06-2020,TTL.NS
31-03-2020,30-06-2020,TV18BRDCST.NS
31-03-2020,30-06-2020,TVSELECT.NS
31-03-2020,30-06-2020,TVSMOTOR.NS
31-03-2020,30-06-2020,TVSSRICHAK.NS
31-03-2020,30-06-2020,TWL.NS
31-03-2020,30-06-2020,UBL.NS
31-03-2020,30-06-2020,UCALFUEL.NS
31-03-2020,30-06-2020,UCOBANK.NS
31-03-2020,30-06-2020,UFLEX.NS
31-03-2020,30-06-2020,UFO.NS
31-03-2020,30-06-2020,UGARSUGAR.NS
31-03-2020,30-06-2020,UJAAS.NS
31-03-2020,30-06-2020,UJJIVAN.NS
31-03-2020,30-06-2020,ULTRACEMCO.NS
31-03-2020,30-06-2020,UMANGDAIRY.NS
31-03-2020,30-06-2020,UNICHEMLAB.NS
31-03-2020,30-06-2020,UNIENTER.NS
31-03-2020,30-06-2020,UNIONBANK.NS
31-03-2020,30-06-2020,UNITEDTEA.NS
31-03-2020,30-06-2020,UNIVCABLES.NS
31-03-2020,30-06-2020,UPL.NS
31-03-2020,30-06-2020,USHAMART.NS
31-03-2020,30-06-2020,UTTAMSUGAR.NS
31-03-2020,30-06-2020,V2RETAIL.NS
31-03-2020,30-06-2020,VADILALIND.NS
31-03-2020,30-06-2020,VARDHACRLC.NS
31-03-2020,30-06-2020,VASWANI.NS
31-03-2020,30-06-2020,VBL.NS
31-03-2020,30-06-2020,VEDL.NS
31-03-2020,30-06-2020,VENKEYS.NS
31-03-2020,30-06-2020,VESUVIUS.NS
31-03-2020,30-06-2020,VETO.NS
31-03-2020,30-06-2020,VGUARD.NS
31-03-2020,30-06-2020,VHL.NS
31-03-2020,30-06-2020,VIDHIING.NS
31-03-2020,30-06-2020,VIMTALABS.NS
31-03-2020,30-06-2020,VINATIORGA.NS
31-03-2020,30-06-2020,VINDHYATEL.NS
31-03-2020,30-06-2020,VINYLINDIA.NS
31-03-2020,30-06-2020,VIPCLOTHNG.NS
31-03-2020,30-06-2020,VIPIND.NS
31-03-2020,30-06-2020,VIPULLTD.NS
31-03-2020,30-06-2020,VISAKAIND.NS
31-03-2020,30-06-2020,VISHNU.NS
31-03-2020,30-06-2020,VIVIMEDLAB.NS
31-03-2020,30-06-2020,VLSFINANCE.NS
31-03-2020,30-06-2020,VMART.NS
31-03-2020,30-06-2020,VOLTAMP.NS
31-03-2020,30-06-2020,VSSL.NS
31-03-2020,30-06-2020,VSTIND.NS
31-03-2020,30-06-2020,VSTTILLERS.NS
31-03-2020,30-06-2020,VTL.NS
31-03-2020,30-06-2020,WABCOINDIA.NS
31-03-2020,30-06-2020,WANBURY.NS
31-03-2020,30-06-2020,WEBELSOLAR.NS
31-03-2020,30-06-2020,WEIZMANIND.NS
31-03-2020,30-06-2020,WELCORP.NS
31-03-2020,30-06-2020,WELENT.NS
31-03-2020,30-06-2020,WELINV.NS
31-03-2020,30-06-2020,WELSPUNIND.NS
31-03-2020,30-06-2020,WENDT.NS
31-03-2020,30-06-2020,WHEELS.NS
31-03-2020,30-06-2020,WHIRLPOOL.NS
31-03-2020,30-06-2020,WINDMACHIN.NS
31-03-2020,30-06-2020,WIPL.NS
31-03-2020,30-06-2020,WONDERLA.NS
31-03-2020,30-06-2020,WSTCSTPAPR.NS
31-03-2020,30-06-2020,XPROINDIA.NS
31-03-2020,30-06-2020,YESBANK.NS
31-03-2020,30-06-2020,ZEEMEDIA.NS
31-03-2020,30-06-2020,ZENITHEXPO.NS
31-03-2020,30-06-2020,ZENTEC.NS
31-03-2020,30-06-2020,ZICOM.NS
31-03-2020,30-06-2020,ZODIACLOTH.NS
31-03-2020,30-06-2020,ZODJRDMKJ.NS
31-03-2020,30-06-2020,ZUARI.NS
31-03-2020,30-06-2020,ZUARIGLOB.NS
31-03-2020,30-06-2020,ZYDUSWELL.NS
30-06-2020,30-09-2020,20MICRONS.NS
30-06-2020,30-09-2020,3IINFOTECH.NS
30-06-2020,30-09-2020,3MINDIA.NS
30-06-2020,30-09-2020,5PAISA.NS
30-06-2020,30-09-2020,A2ZINFRA.NS
30-06-2020,30-09-2020,AARTIDRUGS.NS
30-06-2020,30-09-2020,AARTIIND.NS
30-06-2020,30-09-2020,ABAN.NS
30-06-2020,30-09-2020,ABB.NS
30-06-2020,30-09-2020,ABBOTINDIA.NS
30-06-2020,30-09-2020,ABCAPITAL.NS
30-06-2020,30-09-2020,ABFRL.NS
30-06-2020,30-09-2020,ABMINTLTD.NS
30-06-2020,30-09-2020,ACC.NS
30-06-2020,30-09-2020,ACCELYA.NS
30-06-2020,30-09-2020,ACE.NS
30-06-2020,30-09-2020,ADANIPORTS.NS
30-06-2020,30-09-2020,ADANIPOWER.NS
30-06-2020,30-09-2020,ADANITRANS.NS
30-06-2020,30-09-2020,ADFFOODS.NS
30-06-2020,30-09-2020,ADHUNIKIND.NS
30-06-2020,30-09-2020,ADORWELD.NS
30-06-2020,30-09-2020,ADSL.NS
30-06-2020,30-09-2020,ADVANIHOTR.NS
30-06-2020,30-09-2020,ADVENZYMES.NS
30-06-2020,30-09-2020,AEGISCHEM.NS
30-06-2020,30-09-2020,AGARIND.NS
30-06-2020,30-09-2020,AGCNET.NS
30-06-2020,30-09-2020,AHLUCONT.NS
30-06-2020,30-09-2020,AHLWEST.NS
30-06-2020,30-09-2020,AIAENG.NS
30-06-2020,30-09-2020,AJANTPHARM.NS
30-06-2020,30-09-2020,AKSHARCHEM.NS
30-06-2020,30-09-2020,AKSHOPTFBR.NS
30-06-2020,30-09-2020,AKZOINDIA.NS
30-06-2020,30-09-2020,ALANKIT.NS
30-06-2020,30-09-2020,ALBERTDAVD.NS
30-06-2020,30-09-2020,ALCHEM.NS
30-06-2020,30-09-2020,ALEMBICLTD.NS
30-06-2020,30-09-2020,ALICON.NS
30-06-2020,30-09-2020,ALKALI.NS
30-06-2020,30-09-2020,ALKEM.NS
30-06-2020,30-09-2020,ALKYLAMINE.NS
30-06-2020,30-09-2020,ALLCARGO.NS
30-06-2020,30-09-2020,ALLSEC.NS
30-06-2020,30-09-2020,ALPA.NS
30-06-2020,30-09-2020,ALPSINDUS.NS
30-06-2020,30-09-2020,AMARAJABAT.NS
30-06-2020,30-09-2020,AMBIKCO.NS
30-06-2020,30-09-2020,AMBUJACEM.NS
30-06-2020,30-09-2020,AMDIND.NS
30-06-2020,30-09-2020,AMRUTANJAN.NS
30-06-2020,30-09-2020,ANANTRAJ.NS
30-06-2020,30-09-2020,ANDHRSUGAR.NS
30-06-2020,30-09-2020,ANIKINDS.NS
30-06-2020,30-09-2020,ANSALHSG.NS
30-06-2020,30-09-2020,APARINDS.NS
30-06-2020,30-09-2020,APCL.NS
30-06-2020,30-09-2020,APCOTEXIND.NS
30-06-2020,30-09-2020,APEX.NS
30-06-2020,30-09-2020,APLAPOLLO.NS
30-06-2020,30-09-2020,APLLTD.NS
30-06-2020,30-09-2020,APOLLOHOSP.NS
30-06-2020,30-09-2020,APOLLOTYRE.NS
30-06-2020,30-09-2020,APOLSINHOT.NS
30-06-2020,30-09-2020,APTECHT.NS
30-06-2020,30-09-2020,ARCHIDPLY.NS
30-06-2020,30-09-2020,ARCHIES.NS
30-06-2020,30-09-2020,ARCOTECH.NS
30-06-2020,30-09-2020,ARIES.NS
30-06-2020,30-09-2020,ARIHANT.NS
30-06-2020,30-09-2020,ARIHANTSUP.NS
30-06-2020,30-09-2020,ARMANFIN.NS
30-06-2020,30-09-2020,AROGRANITE.NS
30-06-2020,30-09-2020,ARROWGREEN.NS
30-06-2020,30-09-2020,ARSHIYA.NS
30-06-2020,30-09-2020,ARSSINFRA.NS
30-06-2020,30-09-2020,ARVIND.NS
30-06-2020,30-09-2020,ARVSMART.NS
30-06-2020,30-09-2020,ASAHIINDIA.NS
30-06-2020,30-09-2020,ASAHISONG.NS
30-06-2020,30-09-2020,ASAL.NS
30-06-2020,30-09-2020,ASHAPURMIN.NS
30-06-2020,30-09-2020,ASHIANA.NS
30-06-2020,30-09-2020,ASHIMASYN.NS
30-06-2020,30-09-2020,ASHOKA.NS
30-06-2020,30-09-2020,ASHOKLEY.NS
30-06-2020,30-09-2020,ASIANPAINT.NS
30-06-2020,30-09-2020,ASIANTILES.NS
30-06-2020,30-09-2020,ASTEC.NS
30-06-2020,30-09-2020,ASTRAL.NS
30-06-2020,30-09-2020,ASTRAMICRO.NS
30-06-2020,30-09-2020,ASTRAZEN.NS
30-06-2020,30-09-2020,ATFL.NS
30-06-2020,30-09-2020,ATLANTA.NS
30-06-2020,30-09-2020,ATUL.NS
30-06-2020,30-09-2020,ATULAUTO.NS
30-06-2020,30-09-2020,AUBANK.NS
30-06-2020,30-09-2020,AURIONPRO.NS
30-06-2020,30-09-2020,AUROPHARMA.NS
30-06-2020,30-09-2020,AUSOMENT.NS
30-06-2020,30-09-2020,AUTOAXLES.NS
30-06-2020,30-09-2020,AUTOIND.NS
30-06-2020,30-09-2020,AVADHSUGAR.NS
30-06-2020,30-09-2020,AVANTIFEED.NS
30-06-2020,30-09-2020,AVTNPL.NS
30-06-2020,30-09-2020,AXISBANK.NS
30-06-2020,30-09-2020,AXISCADES.NS
30-06-2020,30-09-2020,AYMSYNTEX.NS
30-06-2020,30-09-2020,BAGFILMS.NS
30-06-2020,30-09-2020,BAJAJ-AUTO.NS
30-06-2020,30-09-2020,BAJAJELEC.NS
30-06-2020,30-09-2020,BAJAJFINSV.NS
30-06-2020,30-09-2020,BAJAJHIND.NS
30-06-2020,30-09-2020,BAJAJHLDNG.NS
30-06-2020,30-09-2020,BAJFINANCE.NS
30-06-2020,30-09-2020,BALAJITELE.NS
30-06-2020,30-09-2020,BALAMINES.NS
30-06-2020,30-09-2020,BALAXI.NS
30-06-2020,30-09-2020,BALKRISHNA.NS
30-06-2020,30-09-2020,BALKRISIND.NS
30-06-2020,30-09-2020,BALMLAWRIE.NS
30-06-2020,30-09-2020,BALPHARMA.NS
30-06-2020,30-09-2020,BALRAMCHIN.NS
30-06-2020,30-09-2020,BANARBEADS.NS
30-06-2020,30-09-2020,BANARISUG.NS
30-06-2020,30-09-2020,BANCOINDIA.NS
30-06-2020,30-09-2020,BANG.NS
30-06-2020,30-09-2020,BANKBARODA.NS
30-06-2020,30-09-2020,BANKINDIA.NS
30-06-2020,30-09-2020,BANSWRAS.NS
30-06-2020,30-09-2020,BASF.NS
30-06-2020,30-09-2020,BASML.NS
30-06-2020,30-09-2020,BATAINDIA.NS
30-06-2020,30-09-2020,BAYERCROP.NS
30-06-2020,30-09-2020,BBL.NS
30-06-2020,30-09-2020,BBTC.NS
30-06-2020,30-09-2020,BEARDSELL.NS
30-06-2020,30-09-2020,BEDMUTHA.NS
30-06-2020,30-09-2020,BEL.NS
30-06-2020,30-09-2020,BEML.NS
30-06-2020,30-09-2020,BEPL.NS
30-06-2020,30-09-2020,BERGEPAINT.NS
30-06-2020,30-09-2020,BFINVEST.NS
30-06-2020,30-09-2020,BFUTILITIE.NS
30-06-2020,30-09-2020,BGLOBAL.NS
30-06-2020,30-09-2020,BGRENERGY.NS
30-06-2020,30-09-2020,BHAGERIA.NS
30-06-2020,30-09-2020,BHAGYANGR.NS
30-06-2020,30-09-2020,BHAGYAPROP.NS
30-06-2020,30-09-2020,BHANDARI.NS
